25.0329636,121.56542680000007
22.6272784,120.30143529999998
25.1276033,121.73918329999992
24.8138297,120.96747519999997
24.1477358,120.6736482
22.9998999,120.22687580000002
23.4800751,120.44911130000003
25.0169826,121.4627868
24.9936281,121.30097980000005
24.8387226,121.01772460000007
24.7021073,121.73775019999994
24.560159,120.82142650000003
24.1477358,120.6736482
24.0517963,120.51613520000001
23.9609981,120.97186379999994
23.7092033,120.4313373
23.4518428,120.25546150000002
22.9998999,120.22687580000002
22.6272784,120.30143529999998
22.5519759,120.5487597
23.5711899,119.57931570000005
23.9871589,121.60157140000001
22.7972447,121.07137020000005
24.4458333,118.3761111
26.160243,119.95166519999998
